transaction_id,customer_id,timestamp,amount,merchant_category,location,customer_home_location,customer_avg_monthly_spend,is_fraud
TXN0019126,CUST00377,2025-01-02 15:29:00,108.6,Cash Withdrawal,Bamako,Bamako,658.79,0
TXN0003862,CUST00433,2025-01-02 15:53:00,72.1,Mobile Money Transfer,Segou,Segou,71.35,0
TXN0004498,CUST00280,2025-01-02 15:54:00,116.37,Utilities,Kayes,Kayes,160.64,0
TXN0006665,CUST00454,2025-01-02 15:55:00,109.94,Fuel,Mopti,Mopti,345.37,0
TXN0017370,CUST00017,2025-01-02 16:11:00,36.81,Mobile Money Transfer,Kayes,Kayes,55.06,0
TXN0018676,CUST00068,2025-01-02 16:14:00,74.07,Utilities,Sikasso,Segou,65.2,0
TXN0011615,CUST00441,2025-01-02 16:18:00,200.0,Electronics,Sikasso,Sikasso,375.87,0
TXN0019099,CUST00188,2025-01-02 16:36:00,197.93,Mobile Money Transfer,Bamako,Bamako,314.47,0
TXN0005832,CUST00481,2025-01-02 17:34:00,218.25,Mobile Money Transfer,Bamako,Bamako,298.06,0
TXN0001465,CUST00468,2025-01-02 18:02:00,152.96,Utilities,Sikasso,Sikasso,339.0,0
TXN0011955,CUST00482,2025-01-02 18:03:00,77.39,Cash Withdrawal,Mopti,Mopti,53.53,0
TXN0016561,CUST00185,2025-01-02 18:41:00,271.22,Groceries,Bamako,Bamako,335.53,0
TXN0010210,CUST00110,2025-01-02 19:50:00,26.06,Utilities,Mopti,Mopti,59.07,0
TXN0001275,CUST00292,2025-01-02 19:51:00,119.1,Electronics,Bamako,Bamako,181.3,0
TXN0005639,CUST00128,2025-01-02 20:26:00,57.44,Groceries,Sikasso,Sikasso,308.23,0
TXN0014616,CUST00269,2025-01-02 21:08:00,66.32,Fuel,Mopti,Mopti,149.12,0
TXN0011132,CUST00443,2025-01-02 21:14:00,61.2,Travel,Mopti,Mopti,308.5,0
TXN0006193,CUST00146,2025-01-02 21:27:00,31.42,Utilities,Sikasso,Sikasso,203.02,0
TXN0006117,CUST00397,2025-01-02 21:41:00,36.22,Fuel,Kayes,Kayes,906.35,0
TXN0005297,CUST00089,2025-01-02 22:04:00,72.26,Fuel,Bamako,Bamako,154.1,0
TXN0004893,CUST00277,2025-01-02 22:38:00,101.73,Travel,Kayes,Kayes,162.56,0
TXN0013146,CUST00292,2025-01-02 22:40:00,189.75,Fuel,Bamako,Bamako,181.3,0
TXN0004020,CUST00386,2025-01-02 22:41:00,20.32,Fuel,Kayes,Kayes,73.76,0
TXN0001069,CUST00357,2025-01-02 22:46:00,608.92,Other,Kayes,Kayes,759.36,0
TXN0010799,CUST00244,2025-01-02 22:47:00,518.45,Mobile Money Transfer,Abroad - USA,Sikasso,162.61,1
TXN0014350,CUST00417,2025-01-02 22:53:00,88.37,Online Retail,Mopti,Mopti,557.52,0
TXN0000538,CUST00385,2025-01-02 23:08:00,91.5,Electronics,Segou,Segou,89.82,0
TXN0005392,CUST00377,2025-01-02 23:15:00,225.6,Groceries,Abroad - Europe,Bamako,658.79,0
TXN0010666,CUST00127,2025-01-02 23:27:00,537.92,Other,Sikasso,Sikasso,666.02,0
TXN0015021,CUST00124,2025-01-02 23:31:00,49.63,Electronics,Bamako,Bamako,338.91,0
TXN0013550,CUST00074,2025-01-02 23:39:00,37.57,Mobile Money Transfer,Sikasso,Sikasso,206.52,0
TXN0006924,CUST00425,2025-01-02 23:46:00,58.0,Utilities,Segou,Segou,79.66,0
TXN0017496,CUST00433,2025-01-02 23:58:00,22.56,Fuel,Segou,Segou,71.35,0
TXN0014809,CUST00022,2025-01-03 00:13:00,1574.36,Mobile Money Transfer,Segou,Segou,767.26,0
TXN0000366,CUST00304,2025-01-03 00:23:00,51.95,Electronics,Mopti,Mopti,137.45,0
TXN0008627,CUST00425,2025-01-03 00:32:00,99.86,Online Retail,Segou,Segou,79.66,0
TXN0009053,CUST00209,2025-01-03 01:16:00,314.83,Groceries,Mopti,Mopti,287.53,0
TXN0005630,CUST00495,2025-01-03 01:21:00,63.09,Mobile Money Transfer,Segou,Segou,278.46,0
TXN0019875,CUST00181,2025-01-03 01:28:00,297.6,Groceries,Mopti,Mopti,386.67,0
TXN0012143,CUST00329,2025-01-03 01:43:00,179.1,Electronics,Mopti,Mopti,275.64,0
TXN0000619,CUST00382,2025-01-03 01:50:00,16.36,Utilities,Segou,Segou,552.8,0
TXN0005597,CUST00042,2025-01-03 02:00:00,55.17,Cash Withdrawal,Bamako,Bamako,98.34,0
TXN0004295,CUST00215,2025-01-03 02:03:00,450.69,Travel,Sikasso,Sikasso,773.6,0
TXN0011637,CUST00479,2025-01-03 02:28:00,251.81,Online Retail,Mopti,Mopti,256.66,0
TXN0004157,CUST00262,2025-01-03 02:40:00,222.19,Electronics,Mopti,Mopti,558.17,0
TXN0015812,CUST00226,2025-01-03 03:03:00,126.09,Electronics,Sikasso,Sikasso,342.77,0
TXN0000866,CUST00304,2025-01-03 03:57:00,89.31,Mobile Money Transfer,Mopti,Mopti,137.45,0
TXN0018769,CUST00145,2025-01-03 04:04:00,28.84,Groceries,Segou,Segou,73.72,0
TXN0009876,CUST00200,2025-01-03 04:10:00,95.31,Other,Kayes,Kayes,36.11,0
TXN0012872,CUST00443,2025-01-03 04:20:00,152.27,Restaurant,Mopti,Mopti,308.5,0
TXN0003557,CUST00084,2025-01-03 04:32:00,228.8,Cash Withdrawal,Kayes,Kayes,395.17,0
TXN0019012,CUST00449,2025-01-03 05:04:00,74.61,Groceries,Segou,Segou,52.53,0
TXN0008141,CUST00035,2025-01-03 05:04:00,197.25,Electronics,Kayes,Kayes,327.92,0
TXN0017039,CUST00167,2025-01-03 05:15:00,65.84,Travel,Mopti,Mopti,88.9,0
TXN0003945,CUST00432,2025-01-03 05:51:00,15.2,Electronics,Bamako,Bamako,145.56,0
TXN0008607,CUST00078,2025-01-03 06:02:00,181.98,Electronics,Mopti,Mopti,269.73,0
TXN0012915,CUST00353,2025-01-03 06:44:00,260.31,Restaurant,Sikasso,Sikasso,466.51,0
TXN0002446,CUST00488,2025-01-03 06:45:00,292.65,Travel,Sikasso,Sikasso,265.01,0
TXN0017630,CUST00429,2025-01-03 06:47:00,110.2,Online Retail,Bamako,Segou,253.03,0
TXN0007738,CUST00099,2025-01-03 07:19:00,86.76,Utilities,Bamako,Bamako,178.42,0
TXN0014656,CUST00264,2025-01-03 07:29:00,106.16,Cash Withdrawal,Kayes,Kayes,154.96,0
TXN0006794,CUST00090,2025-01-03 07:35:00,475.84,Utilities,Kayes,Kayes,367.27,0
TXN0010502,CUST00460,2025-01-03 07:56:00,101.26,Restaurant,Abroad - Europe,Kayes,142.35,0
TXN0008975,CUST00275,2025-01-03 07:56:00,197.59,Electronics,Kayes,Kayes,243.64,0
TXN0006304,CUST00483,2025-01-03 08:19:00,20.83,Cash Withdrawal,Bamako,Bamako,28.56,0
TXN0009885,CUST00492,2025-01-03 08:19:00,235.33,Electronics,Mopti,Mopti,573.89,0
TXN0013090,CUST00332,2025-01-03 08:30:00,19.53,Mobile Money Transfer,Sikasso,Sikasso,33.58,0
TXN0001423,CUST00016,2025-01-03 08:43:00,319.24,Electronics,Kayes,Kayes,363.44,0
TXN0007252,CUST00157,2025-01-03 09:21:00,24.39,Online Retail,Sikasso,Sikasso,158.84,0
TXN0005063,CUST00230,2025-01-03 09:25:00,186.11,Restaurant,Kayes,Kayes,242.42,0
TXN0019518,CUST00346,2025-01-03 10:07:00,327.97,Groceries,Mopti,Mopti,199.42,0
TXN0017193,CUST00165,2025-01-03 10:30:00,285.61,Restaurant,Sikasso,Sikasso,585.93,0
TXN0010837,CUST00466,2025-01-03 10:40:00,60.43,Fuel,Bamako,Bamako,937.97,0
TXN0016498,CUST00206,2025-01-03 10:40:00,57.07,Groceries,Kayes,Kayes,104.64,0
TXN0002748,CUST00090,2025-01-03 10:42:00,178.68,Restaurant,Segou,Kayes,367.27,0
TXN0003372,CUST00384,2025-01-03 11:58:00,11.45,Travel,Kayes,Kayes,186.18,0
TXN0016165,CUST00063,2025-01-03 12:00:00,133.72,Mobile Money Transfer,Mopti,Mopti,265.28,0
TXN0003782,CUST00314,2025-01-03 12:06:00,233.49,Fuel,Sikasso,Sikasso,398.23,0
TXN0016718,CUST00151,2025-01-03 12:26:00,25.18,Cash Withdrawal,Bamako,Bamako,201.46,0
TXN0016754,CUST00046,2025-01-03 12:49:00,184.58,Fuel,Bamako,Bamako,293.77,0
TXN0013031,CUST00244,2025-01-03 13:39:00,45.5,Online Retail,Sikasso,Sikasso,162.61,0
TXN0002923,CUST00475,2025-01-03 13:43:00,82.03,Electronics,Bamako,Bamako,377.16,0
TXN0010633,CUST00490,2025-01-03 13:56:00,66.65,Other,Bamako,Bamako,64.01,0
TXN0012103,CUST00315,2025-01-03 14:03:00,54.16,Mobile Money Transfer,Sikasso,Sikasso,231.28,0
TXN0013933,CUST00370,2025-01-03 14:29:00,247.78,Groceries,Sikasso,Sikasso,695.45,0
TXN0009517,CUST00285,2025-01-03 14:43:00,155.62,Restaurant,Kayes,Kayes,444.92,0
TXN0019477,CUST00315,2025-01-03 15:27:00,243.95,Travel,Sikasso,Sikasso,231.28,0
TXN0017493,CUST00353,2025-01-03 15:58:00,214.07,Groceries,Sikasso,Sikasso,466.51,0
TXN0014615,CUST00398,2025-01-03 16:01:00,318.57,Electronics,Bamako,Bamako,507.29,0
TXN0007603,CUST00228,2025-01-03 16:09:00,102.46,Mobile Money Transfer,Abroad - Europe,Segou,93.65,1
TXN0000507,CUST00426,2025-01-03 16:34:00,210.81,Electronics,Bamako,Bamako,196.69,0
TXN0005007,CUST00448,2025-01-03 17:40:00,69.79,Electronics,Kayes,Kayes,473.33,0
TXN0003194,CUST00171,2025-01-03 17:53:00,64.48,Electronics,Bamako,Sikasso,184.21,0
TXN0009872,CUST00006,2025-01-03 18:04:00,354.37,Travel,Abroad - USA,Kayes,555.01,0
TXN0009959,CUST00341,2025-01-03 18:13:00,241.6,Groceries,Bamako,Bamako,209.61,0
TXN0013655,CUST00143,2025-01-03 18:15:00,28.89,Online Retail,Mopti,Mopti,46.96,0
TXN0008269,CUST00139,2025-01-03 18:55:00,596.47,Groceries,Segou,Segou,527.39,0
TXN0001864,CUST00318,2025-01-03 19:03:00,45.0,Groceries,Bamako,Bamako,324.56,0
TXN0016038,CUST00163,2025-01-03 19:56:00,46.27,Other,Bamako,Bamako,127.6,0
TXN0016433,CUST00033,2025-01-03 20:29:00,28.8,Travel,Kayes,Kayes,25.33,0
TXN0013357,CUST00069,2025-01-03 21:23:00,112.95,Travel,Sikasso,Sikasso,375.63,0
TXN0016685,CUST00444,2025-01-03 21:32:00,107.98,Travel,Segou,Segou,130.57,0
TXN0003221,CUST00499,2025-01-03 21:40:00,767.12,Utilities,Bamako,Bamako,484.8,0
TXN0000988,CUST00490,2025-01-03 21:47:00,46.92,Cash Withdrawal,Bamako,Bamako,64.01,0
TXN0004553,CUST00480,2025-01-03 22:15:00,167.23,Travel,Segou,Segou,128.57,0
TXN0014907,CUST00241,2025-01-03 22:41:00,56.57,Restaurant,Bamako,Bamako,464.88,0
TXN0011353,CUST00155,2025-01-03 22:52:00,75.01,Electronics,Sikasso,Sikasso,223.07,0
TXN0013532,CUST00175,2025-01-03 23:01:00,105.89,Other,Kayes,Kayes,194.72,0
TXN0002069,CUST00262,2025-01-03 23:07:00,603.83,Utilities,Mopti,Mopti,558.17,0
TXN0016219,CUST00289,2025-01-03 23:07:00,225.15,Travel,Mopti,Mopti,219.01,0
TXN0013187,CUST00485,2025-01-03 23:19:00,258.21,Electronics,Sikasso,Sikasso,733.9,0
TXN0016924,CUST00381,2025-01-03 23:31:00,301.76,Mobile Money Transfer,Bamako,Bamako,245.08,0
TXN0000423,CUST00228,2025-01-03 23:33:00,27.2,Fuel,Segou,Segou,93.65,0
TXN0001770,CUST00476,2025-01-03 23:43:00,833.91,Fuel,Kayes,Kayes,716.5,0
TXN0014276,CUST00096,2025-01-03 23:57:00,149.36,Online Retail,Bamako,Bamako,267.15,0
TXN0004367,CUST00084,2025-01-04 00:06:00,191.28,Mobile Money Transfer,Kayes,Kayes,395.17,0
TXN0018460,CUST00095,2025-01-04 00:12:00,216.31,Travel,Segou,Segou,150.33,0
TXN0005255,CUST00239,2025-01-04 00:15:00,97.29,Cash Withdrawal,Sikasso,Sikasso,290.03,0
TXN0001212,CUST00481,2025-01-04 00:19:00,146.57,Mobile Money Transfer,Bamako,Bamako,298.06,0
TXN0010930,CUST00108,2025-01-04 00:40:00,23.53,Online Retail,Mopti,Mopti,447.46,0
TXN0015944,CUST00424,2025-01-04 01:06:00,135.23,Restaurant,Abroad - USA,Bamako,558.32,0
TXN0000241,CUST00408,2025-01-04 01:14:00,250.61,Mobile Money Transfer,Sikasso,Sikasso,531.86,0
TXN0008483,CUST00298,2025-01-04 01:58:00,380.59,Other,Kayes,Kayes,696.78,0
TXN0005244,CUST00188,2025-01-04 02:03:00,130.92,Mobile Money Transfer,Bamako,Bamako,314.47,0
TXN0001999,CUST00477,2025-01-04 02:15:00,76.46,Electronics,Kayes,Kayes,153.43,0
TXN0012321,CUST00066,2025-01-04 02:24:00,55.18,Cash Withdrawal,Segou,Segou,214.92,0
TXN0016046,CUST00060,2025-01-04 02:30:00,101.51,Groceries,Segou,Segou,93.6,0
TXN0012299,CUST00129,2025-01-04 02:38:00,19.57,Cash Withdrawal,Mopti,Mopti,89.25,0
TXN0006581,CUST00493,2025-01-04 02:41:00,129.54,Cash Withdrawal,Mopti,Mopti,193.6,0
TXN0003661,CUST00078,2025-01-04 02:59:00,200.68,Fuel,Mopti,Mopti,269.73,0
TXN0004270,CUST00083,2025-01-04 03:02:00,60.65,Groceries,Mopti,Sikasso,259.43,0
TXN0008242,CUST00401,2025-01-04 03:11:00,277.0,Fuel,Kayes,Kayes,242.86,0
TXN0007821,CUST00316,2025-01-04 03:37:00,89.13,Groceries,Segou,Segou,138.52,0
TXN0019976,CUST00389,2025-01-04 04:43:00,155.41,Restaurant,Mopti,Mopti,354.22,0
TXN0015747,CUST00253,2025-01-04 04:43:00,298.46,Restaurant,Mopti,Mopti,298.15,0
TXN0005751,CUST00044,2025-01-04 04:47:00,112.62,Groceries,Bamako,Bamako,256.89,0
TXN0011493,CUST00075,2025-01-04 04:51:00,75.63,Cash Withdrawal,Segou,Segou,112.22,0
TXN0001840,CUST00191,2025-01-04 05:47:00,101.45,Electronics,Mopti,Mopti,216.04,0
TXN0001121,CUST00252,2025-01-04 06:07:00,56.71,Utilities,Bamako,Bamako,243.34,0
TXN0012412,CUST00230,2025-01-04 07:16:00,141.9,Travel,Kayes,Kayes,242.42,0
TXN0003386,CUST00095,2025-01-04 07:19:00,96.52,Groceries,Segou,Segou,150.33,0
TXN0006635,CUST00085,2025-01-04 07:23:00,26.16,Online Retail,Sikasso,Sikasso,46.54,0
TXN0010239,CUST00207,2025-01-04 08:21:00,185.45,Electronics,Sikasso,Sikasso,514.58,0
TXN0006809,CUST00305,2025-01-04 08:26:00,270.1,Groceries,Kayes,Kayes,156.63,0
TXN0011660,CUST00027,2025-01-04 08:54:00,452.32,Fuel,Kayes,Kayes,201.37,0
