date,transaction_volume
2024-05-30,72660.0
2024-05-31,72852.0
2024-06-01,83188.0
2024-06-02,85415.0
2024-06-03,72582.0
2024-06-04,51404.0
2024-06-05,57824.0
2024-06-06,54314.0
2024-06-07,50122.0
2024-06-08,64268.0
2024-06-09,60158.0
2024-06-10,54989.0
2024-06-11,55893.0
2024-06-12,50922.0
2024-06-13,55360.0
2024-06-14,53963.0
2024-06-15,64491.0
2024-06-16,67156.0
2024-06-17,52263.0
2024-06-18,50977.0
2024-06-19,50623.0
2024-06-20,50794.0
2024-06-21,52629.0
2024-06-22,63171.0
2024-06-23,62999.0
2024-06-24,54864.0
2024-06-25,52822.0
2024-06-26,56419.0
2024-06-27,70594.0
2024-06-28,78054.0
2024-06-29,85643.0
2024-06-30,81939.0
2024-07-01,68582.0
2024-07-02,72472.0
2024-07-03,70715.0
2024-07-04,54588.0
2024-07-05,53995.0
2024-07-06,62149.0
2024-07-07,60229.0
2024-07-08,49062.0
2024-07-09,51749.0
2024-07-10,55024.0
2024-07-11,53437.0
2024-07-12,49808.0
2024-07-13,62907.0
2024-07-14,63466.0
2024-07-15,50785.0
2024-07-16,53406.0
2024-07-17,53196.0
2024-07-18,50224.0
2024-07-19,54009.0
2024-07-20,64117.0
2024-07-21,65466.0
2024-07-22,55857.0
2024-07-23,49818.0
2024-07-24,50959.0
2024-07-25,54634.0
2024-07-26,54676.0
2024-07-27,86414.0
2024-07-28,94835.0
2024-07-29,73701.0
2024-07-30,75183.0
2024-07-31,74801.0
2024-08-01,74120.0
2024-08-02,71780.0
2024-08-03,87622.0
2024-08-04,61639.0
2024-08-05,53345.0
2024-08-06,52787.0
2024-08-07,54272.0
2024-08-08,59921.0
2024-08-09,49536.0
2024-08-10,65761.0
2024-08-11,60099.0
2024-08-12,53243.0
2024-08-13,57222.0
2024-08-14,54739.0
2024-08-15,51963.0
2024-08-16,52951.0
2024-08-17,66390.0
2024-08-18,62965.0
2024-08-19,55535.0
2024-08-20,55197.0
2024-08-21,53544.0
2024-08-22,60624.0
2024-08-23,56942.0
2024-08-24,60371.0
2024-08-25,66014.0
2024-08-26,53993.0
2024-08-27,77389.0
2024-08-28,73414.0
2024-08-29,75247.0
2024-08-30,76937.0
2024-08-31,91629.0
2024-09-01,86635.0
2024-09-02,75274.0
2024-09-03,75071.0
2024-09-04,54967.0
2024-09-05,61127.0
2024-09-06,57840.0
2024-09-07,64042.0
2024-09-08,69627.0
2024-09-09,62486.0
2024-09-10,59882.0
2024-09-11,53624.0
2024-09-12,56334.0
2024-09-13,60836.0
2024-09-14,66428.0
2024-09-15,69457.0
2024-09-16,59986.0
2024-09-17,55861.0
2024-09-18,58160.0
2024-09-19,50337.0
2024-09-20,56011.0
2024-09-21,68641.0
2024-09-22,66312.0
2024-09-23,63057.0
2024-09-24,55538.0
2024-09-25,58151.0
2024-09-26,59716.0
2024-09-27,83967.0
2024-09-28,91464.0
2024-09-29,98187.0
2024-09-30,80963.0
2024-10-01,78676.0
2024-10-02,82480.0
2024-10-03,82018.0
2024-10-04,59030.0
2024-10-05,71773.0
2024-10-06,70809.0
2024-10-07,61255.0
2024-10-08,62775.0
2024-10-09,65233.0
2024-10-10,58323.0
2024-10-11,66900.0
2024-10-12,67947.0
2024-10-13,72626.0
2024-10-14,63491.0
2024-10-15,62874.0
2024-10-16,60767.0
2024-10-17,61956.0
2024-10-18,61397.0
2024-10-19,72610.0
2024-10-20,76388.0
2024-10-21,63982.0
2024-10-22,61511.0
2024-10-23,65646.0
2024-10-24,64320.0
2024-10-25,65738.0
2024-10-26,76929.0
2024-10-27,99902.0
2024-10-28,85227.0
2024-10-29,88704.0
2024-10-30,88570.0
2024-10-31,87200.0
2024-11-01,87753.0
2024-11-02,106642.0
2024-11-03,102214.0
2024-11-04,66614.0
2024-11-05,64894.0
2024-11-06,65008.0
2024-11-07,68452.0
2024-11-08,67920.0
2024-11-09,79924.0
2024-11-10,81332.0
2024-11-11,66363.0
2024-11-12,68166.0
2024-11-13,65836.0
2024-11-14,67571.0
2024-11-15,66584.0
2024-11-16,79370.0
2024-11-17,80790.0
2024-11-18,65306.0
2024-11-19,72729.0
2024-11-20,65128.0
2024-11-21,64752.0
2024-11-22,70827.0
2024-11-23,82307.0
2024-11-24,82056.0
2024-11-25,69929.0
2024-11-26,68468.0
2024-11-27,90418.0
2024-11-28,93037.0
2024-11-29,91340.0
2024-11-30,112434.0
2024-12-01,109844.0
2024-12-02,91517.0
2024-12-03,92957.0
2024-12-04,70616.0
2024-12-05,68305.0
2024-12-06,67789.0
2024-12-07,83177.0
2024-12-08,83330.0
2024-12-09,68958.0
2024-12-10,69172.0
2024-12-11,71053.0
2024-12-12,66974.0
2024-12-13,67196.0
2024-12-14,81787.0
2024-12-15,83188.0
2024-12-16,71844.0
2024-12-17,74869.0
2024-12-18,73438.0
2024-12-19,71006.0
2024-12-20,71468.0
2024-12-21,82010.0
2024-12-22,84596.0
2024-12-23,71114.0
2024-12-24,72746.0
2024-12-25,69973.0
2024-12-26,73439.0
2024-12-27,101355.0
2024-12-28,114960.0
2024-12-29,116387.0
2024-12-30,99634.0
2024-12-31,97029.0
2025-01-01,98713.0
2025-01-02,98303.0
2025-01-03,98632.0
2025-01-04,84165.0
2025-01-05,86256.0
2025-01-06,74372.0
2025-01-07,76834.0
2025-01-08,75681.0
2025-01-09,78741.0
2025-01-10,71513.0
2025-01-11,88913.0
2025-01-12,87273.0
2025-01-13,79113.0
2025-01-14,71683.0
2025-01-15,71668.0
2025-01-16,72331.0
2025-01-17,68579.0
2025-01-18,85942.0
2025-01-19,85424.0
2025-01-20,74431.0
2025-01-21,74961.0
2025-01-22,78847.0
2025-01-23,76580.0
2025-01-24,72807.0
2025-01-25,85420.0
2025-01-26,88945.0
2025-01-27,97105.0
2025-01-28,105034.0
2025-01-29,103452.0
2025-01-30,99376.0
2025-01-31,96309.0
2025-02-01,122130.0
2025-02-02,118503.0
2025-02-03,103798.0
2025-02-04,70632.0
2025-02-05,73141.0
2025-02-06,74672.0
2025-02-07,74794.0
2025-02-08,87012.0
2025-02-09,89710.0
2025-02-10,72048.0
2025-02-11,74371.0
2025-02-12,75036.0
2025-02-13,76027.0
2025-02-14,76523.0
2025-02-15,85389.0
2025-02-16,84365.0
2025-02-17,77938.0
2025-02-18,75571.0
2025-02-19,72863.0
2025-02-20,78605.0
2025-02-21,75007.0
2025-02-22,91102.0
2025-02-23,88307.0
2025-02-24,79830.0
2025-02-25,79050.0
2025-02-26,74021.0
2025-02-27,103170.0
2025-02-28,102325.0
2025-03-01,122223.0
2025-03-02,116348.0
2025-03-03,102323.0
2025-03-04,77142.0
2025-03-05,70068.0
2025-03-06,71475.0
2025-03-07,69301.0
2025-03-08,87076.0
2025-03-09,89500.0
2025-03-10,78045.0
2025-03-11,74434.0
2025-03-12,78279.0
2025-03-13,70714.0
2025-03-14,69862.0
2025-03-15,87269.0
2025-03-16,88312.0
2025-03-17,73897.0
2025-03-18,68760.0
2025-03-19,73655.0
2025-03-20,70564.0
2025-03-21,75445.0
2025-03-22,87901.0
2025-03-23,84569.0
2025-03-24,72318.0
2025-03-25,70896.0
2025-03-26,73327.0
2025-03-27,101509.0
2025-03-28,96573.0
2025-03-29,118024.0
2025-03-30,115337.0
2025-03-31,96797.0
2025-04-01,98422.0
2025-04-02,96012.0
2025-04-03,97124.0
2025-04-04,69906.0
2025-04-05,90853.0
2025-04-06,85947.0
2025-04-07,70941.0
2025-04-08,73154.0
2025-04-09,72266.0
2025-04-10,71922.0
2025-04-11,73936.0
2025-04-12,87239.0
2025-04-13,83931.0
2025-04-14,70737.0
2025-04-15,71414.0
2025-04-16,66270.0
2025-04-17,68161.0
2025-04-18,75289.0
2025-04-19,88831.0
2025-04-20,84004.0
2025-04-21,73081.0
2025-04-22,72340.0
2025-04-23,79181.0
2025-04-24,74205.0
2025-04-25,71008.0
2025-04-26,81685.0
2025-04-27,109359.0
2025-04-28,96484.0
2025-04-29,93978.0
2025-04-30,92208.0
2025-05-01,94041.0
2025-05-02,92849.0
2025-05-03,116846.0
2025-05-04,85541.0
2025-05-05,70527.0
2025-05-06,74170.0
2025-05-07,70586.0
2025-05-08,68163.0
2025-05-09,74048.0
2025-05-10,84142.0
2025-05-11,80113.0
2025-05-12,69540.0
2025-05-13,67752.0
2025-05-14,66411.0
2025-05-15,72111.0
2025-05-16,74497.0
2025-05-17,78692.0
2025-05-18,83513.0
2025-05-19,67884.0
2025-05-20,68224.0
2025-05-21,67892.0
2025-05-22,67146.0
2025-05-23,69361.0
2025-05-24,79548.0
2025-05-25,82225.0
2025-05-26,68920.0
2025-05-27,92530.0
2025-05-28,90775.0
2025-05-29,91521.0
2025-05-30,94771.0
2025-05-31,110761.0
2025-06-01,106974.0
2025-06-02,92900.0
2025-06-03,94457.0
2025-06-04,64350.0
2025-06-05,69830.0
2025-06-06,66765.0
2025-06-07,82106.0
2025-06-08,78715.0
2025-06-09,63767.0
2025-06-10,64165.0
2025-06-11,68311.0
2025-06-12,68799.0
2025-06-13,65849.0
2025-06-14,81920.0
2025-06-15,76126.0
2025-06-16,67834.0
2025-06-17,64938.0
2025-06-18,66304.0
2025-06-19,68022.0
2025-06-20,65724.0
2025-06-21,79100.0
2025-06-22,82547.0
2025-06-23,66358.0
2025-06-24,69868.0
2025-06-25,64936.0
2025-06-26,69067.0
2025-06-27,95035.0
2025-06-28,101688.0
2025-06-29,105856.0
2025-06-30,92827.0
2025-07-01,90866.0
2025-07-02,92294.0
2025-07-03,89851.0
2025-07-04,67889.0
2025-07-05,79465.0
2025-07-06,82777.0
2025-07-07,68316.0
2025-07-08,68531.0
2025-07-09,66666.0
2025-07-10,66487.0
2025-07-11,66638.0
2025-07-12,80913.0
2025-07-13,78894.0
2025-07-14,68495.0
2025-07-15,72981.0
2025-07-16,69994.0
2025-07-17,67027.0
2025-07-18,70873.0
2025-07-19,79103.0
2025-07-20,75066.0
2025-07-21,65448.0
2025-07-22,63328.0
2025-07-23,67166.0
2025-07-24,68132.0
2025-07-25,72321.0
2025-07-26,81265.0
2025-07-27,108133.0
2025-07-28,94244.0
2025-07-29,86714.0
2025-07-30,92905.0
2025-07-31,94321.0
2025-08-01,88777.0
2025-08-02,112077.0
2025-08-03,110166.0
2025-08-04,67653.0
2025-08-05,70342.0
2025-08-06,74507.0
2025-08-07,69358.0
2025-08-08,69599.0
2025-08-09,80338.0
2025-08-10,79456.0
2025-08-11,71293.0
2025-08-12,67161.0
2025-08-13,69567.0
2025-08-14,68282.0
2025-08-15,70764.0
2025-08-16,83032.0
2025-08-17,84904.0
2025-08-18,68576.0
2025-08-19,69276.0
2025-08-20,67605.0
2025-08-21,69044.0
2025-08-22,71204.0
2025-08-23,84927.0
2025-08-24,80858.0
2025-08-25,72763.0
2025-08-26,74092.0
2025-08-27,96638.0
2025-08-28,100455.0
2025-08-29,93990.0
2025-08-30,110272.0
2025-08-31,109133.0
2025-09-01,100163.0
2025-09-02,98231.0
2025-09-03,96630.0
2025-09-04,72511.0
2025-09-05,69130.0
2025-09-06,91167.0
2025-09-07,85536.0
2025-09-08,72626.0
2025-09-09,74306.0
2025-09-10,73835.0
2025-09-11,73335.0
2025-09-12,70944.0
2025-09-13,87397.0
2025-09-14,91097.0
2025-09-15,76726.0
2025-09-16,77496.0
2025-09-17,72388.0
2025-09-18,71345.0
2025-09-19,73660.0
2025-09-20,87613.0
2025-09-21,90396.0
2025-09-22,70216.0
2025-09-23,78432.0
2025-09-24,74374.0
2025-09-25,73865.0
2025-09-26,72566.0
2025-09-27,115754.0
2025-09-28,122214.0
2025-09-29,102237.0
2025-09-30,99056.0
2025-10-01,99272.0
2025-10-02,101900.0
2025-10-03,107143.0
2025-10-04,89558.0
2025-10-05,86654.0
2025-10-06,76180.0
2025-10-07,76287.0
2025-10-08,70402.0
2025-10-09,77185.0
2025-10-10,76920.0
2025-10-11,93397.0
2025-10-12,96490.0
2025-10-13,80849.0
2025-10-14,77539.0
2025-10-15,75625.0
2025-10-16,85005.0
2025-10-17,78900.0
2025-10-18,93176.0
2025-10-19,93295.0
2025-10-20,79791.0
2025-10-21,79117.0
2025-10-22,78226.0
2025-10-23,78475.0
2025-10-24,79943.0
2025-10-25,93286.0
2025-10-26,93078.0
2025-10-27,109039.0
2025-10-28,108381.0
2025-10-29,113025.0
2025-10-30,102884.0
2025-10-31,112486.0
2025-11-01,132918.0
2025-11-02,124909.0
2025-11-03,109636.0
2025-11-04,81099.0
2025-11-05,78689.0
2025-11-06,80444.0
2025-11-07,79792.0
2025-11-08,102023.0
2025-11-09,100193.0
2025-11-10,86284.0
2025-11-11,85087.0
2025-11-12,80637.0
2025-11-13,82325.0
2025-11-14,85035.0
2025-11-15,96048.0
2025-11-16,101092.0
2025-11-17,83733.0
2025-11-18,83569.0
2025-11-19,86454.0
2025-11-20,85958.0
2025-11-21,84114.0
2025-11-22,103417.0
2025-11-23,98013.0
2025-11-24,87058.0
2025-11-25,87166.0
2025-11-26,85074.0
2025-11-27,116929.0
2025-11-28,113203.0
2025-11-29,139836.0
2025-11-30,137316.0
2025-12-01,115667.0
2025-12-02,119807.0
2025-12-03,115632.0
2025-12-04,83589.0
2025-12-05,83371.0
2025-12-06,104661.0
2025-12-07,100120.0
2025-12-08,92094.0
2025-12-09,82648.0
2025-12-10,92237.0
2025-12-11,88665.0
2025-12-12,88036.0
2025-12-13,102968.0
2025-12-14,105490.0
2025-12-15,88593.0
2025-12-16,91578.0
2025-12-17,89236.0
2025-12-18,89455.0
2025-12-19,88298.0
2025-12-20,105269.0
2025-12-21,106326.0
2025-12-22,85301.0
2025-12-23,86325.0
2025-12-24,91670.0
2025-12-25,90354.0
2025-12-26,89580.0
2025-12-27,143656.0
2025-12-28,144652.0
2025-12-29,120644.0
2025-12-30,120189.0
